Nomor #,Tanggal,Keterangan,Kode Barang,Nama Barang,Kuantitas,Catatan,Stok Akhir,Nama Departemen,Nama Proyek,No. Lambung,Tipe Penyesuaian,Biaya Satuan,Total Biaya,Nama Gudang
IA.2024.12.04458,2024-12-12,"PEMAKAIAN OHT092 SHIFT 2 PIT A9
HM: 9438.3",114471,PERSEDIAAN HSD/SOLAR,320,,208057,A9_P_HE_FUEL,PINANG,OHT092 - CAT 773E - BBE,Pengurangan,11006.874664,3522199.89248,BBE
IA.2024.12.04459,2024-12-12,"PEMAKAIAN OHT093 SHIFT 2 PIT A9
HM: 8153.9",114471,PERSEDIAAN HSD/SOLAR,270,,207787,A9_P_HE_FUEL,PINANG,OHT093 - CAT 773E - BBE,Pengurangan,11006.874664,2971856.15928,BBE
IA.2024.12.04460,2024-12-12,"PEMAKAIAN OHT094 SHIFT 2 PIT A9
HM: 8175.4",114471,PERSEDIAAN HSD/SOLAR,400,,207387,A9_P_HE_FUEL,PINANG,OHT094 - CAT 773E - BBE,Pengurangan,11006.874664,4402749.8656,BBE
IA.2024.12.04461,2024-12-12,"PEMAKAIAN OHT096 SHIFT 2 PIT A9
HM: 8214",114471,PERSEDIAAN HSD/SOLAR,330,,207057,A9_P_HE_FUEL,PINANG,OHT096 - CAT 773E - BBE,Pengurangan,11006.874664,3632268.63912,BBE
IA.2024.12.04462,2024-12-12,"PEMAKAIAN OHT097 SHIFT 2 PIT A9
HM: 8088",114471,PERSEDIAAN HSD/SOLAR,373,,206684,A9_P_HE_FUEL,PINANG,OHT097 - CAT 773E - BBE,Pengurangan,11006.874664,4105564.249672,BBE
IA.2024.12.04463,2024-12-12,"PEMAKAIAN OHT098 SHIFT 2 PIT A9
HM: 7987",114471,PERSEDIAAN HSD/SOLAR,318,,206366,A9_P_HE_FUEL,PINANG,OHT098 - CAT 773E - BBE,Pengurangan,11006.874664,3500186.143152,BBE
IA.2024.12.04464,2024-12-12,"PEMAKAIAN OHT100 SHIFT 2 PIT A9
HM: 7245",114471,PERSEDIAAN HSD/SOLAR,233,,206133,A9_P_HE_FUEL,PINANG,OHT100 - CAT 773E - BBE,Pengurangan,11006.874664,2564601.796712,BBE
IA.2024.12.04465,2024-12-12,"PEMAKAIAN OHT101 SHIFT 2 PIT A9
HM: 8268.7",114471,PERSEDIAAN HSD/SOLAR,264,,205869,A9_P_HE_FUEL,PINANG,OHT101 - CAT 773E - BBE,Pengurangan,11006.874664,2905814.911296,BBE
IA.2024.12.04466,2024-12-12,"PEMAKAIAN OHT102 SHIFT 2 PIT A9
HM: 8170.7",114471,PERSEDIAAN HSD/SOLAR,355,,205514,A9_P_HE_FUEL,PINANG,OHT102 - CAT 773E - BBE,Pengurangan,11006.874664,3907440.50572,BBE
IA.2024.12.04467,2024-12-12,"PEMAKAIAN OHT103 SHIFT 2 PIT A9
HM: 6830.5",114471,PERSEDIAAN HSD/SOLAR,361,,205153,A9_P_HE_FUEL,PINANG,OHT103 - KOMATSU 465 - BBE,Pengurangan,11006.874664,3973481.753704,BBE
IA.2024.12.04468,2024-12-12,"PEMAKAIAN OHT105 SHIFT 2 PIT A9
HM: 14190.7",114471,PERSEDIAAN HSD/SOLAR,301,,204852,A9_P_HE_FUEL,PINANG,OHT105 - KOMATSU 465 - BBE,Pengurangan,11006.874664,3313069.273864,BBE
IA.2024.12.04469,2024-12-12,"PEMAKAIAN OHT106 SHIFT 2 PIT A9
HM: 13972",114471,PERSEDIAAN HSD/SOLAR,306,,204546,A9_P_HE_FUEL,PINANG,OHT106 - KOMATSU 465 - BBE,Pengurangan,11006.874664,3368103.647184,BBE
IA.2024.12.04470,2024-12-12,"PEMAKAIAN OHT107 SHIFT 2 PIT A9
HM: 2734",114471,PERSEDIAAN HSD/SOLAR,473,,204073,A9_P_HE_FUEL,PINANG,OHT107 - KOMATSU HD785-7 - BBE,Pengurangan,11006.874664,5206251.716072,BBE
IA.2024.12.04471,2024-12-12,"PEMAKAIAN OHT108 SHIFT 2 PIT A9
HM: 2824.3",114471,PERSEDIAAN HSD/SOLAR,495,,203578,A9_P_HE_FUEL,PINANG,OHT108 - KOMATSU HD785-7 - BBE,Pengurangan,11006.874664,5448402.95868,BBE
IA.2024.12.04472,2024-12-12,"PEMAKAIAN OHT109 SHIFT 2 PIT A9
HM: 2819.2",114471,PERSEDIAAN HSD/SOLAR,378,,203200,A9_P_HE_FUEL,PINANG,OHT109 - KOMATSU HD785-7 - BBE,Pengurangan,11006.874664,4160598.622992,BBE
IA.2024.12.04473,2024-12-12,"PEMAKAIAN OHT110 SHIFT 2 PIT A9
HM: 2883",114471,PERSEDIAAN HSD/SOLAR,344,,202856,A9_P_HE_FUEL,PINANG,OHT110 - KOMATSU HD785-7 - BBE,Pengurangan,11006.874664,3786364.884416,BBE
IA.2024.12.04474,2024-12-12,"PEMAKAIAN OHT111 SHIFT 2 PIT A9
HM: 2631",114471,PERSEDIAAN HSD/SOLAR,332,,202524,A9_P_HE_FUEL,PINANG,OHT111 - KOMATSU HD785-7 - BBE,Pengurangan,11006.874664,3654282.388448,BBE
IA.2024.12.04475,2024-12-12,"PEMAKAIAN OHT112 SHIFT 2 PIT A9
HM: 2795",114471,PERSEDIAAN HSD/SOLAR,464,,202060,A9_P_HE_FUEL,PINANG,OHT112 - KOMATSU HD785-7 - BBE,Pengurangan,11006.874664,5107189.844096,BBE
IA.2024.12.04476,2024-12-12,"PEMAKAIAN MD011 SHIFT 2 PIT A9
HM: 16516",114471,PERSEDIAAN HSD/SOLAR,411,,201649,A9_P_HE_FUEL,PINANG,MD011 - CAT D9T - BBE,Pengurangan,11006.874664,4523825.486904,BBE
IA.2024.12.04477,2024-12-12,"PEMAKAIAN MD020 SHIFT 2 PIT A9
HM: 12705",114471,PERSEDIAAN HSD/SOLAR,215,,201434,A9_P_HE_FUEL,PINANG,MD020 - CAT D6GC - BBE,Pengurangan,11006.874664,2366478.05276,BBE
IA.2024.12.04478,2024-12-12,"PEMAKAIAN MD021 SHIFT 2 PIT A9
HM: 12486",114471,PERSEDIAAN HSD/SOLAR,230,,201204,A9_P_HE_FUEL,PINANG,MD021 - CAT D6R GC - BBE,Pengurangan,11006.874664,2531581.17272,BBE
IA.2024.12.04479,2024-12-12,"PEMAKAIAN MD027 SHIFT 2 PIT A9
HM: 14161.5",114471,PERSEDIAAN HSD/SOLAR,199,,201005,A9_P_HE_FUEL,PINANG,MD027 - KOMATSU D85ESS - BBE,Pengurangan,11006.874664,2190368.058136,BBE
IA.2024.12.04480,2024-12-12,"PEMAKAIAN MD028 SHIFT 2 PIT A9
HM: 13587",114471,PERSEDIAAN HSD/SOLAR,226,,200779,A9_P_HE_FUEL,PINANG,MD028 - KOMATSU D85ESS - BBE,Pengurangan,11006.874664,2487553.674064,BBE
IA.2024.12.04481,2024-12-12,"PEMAKAIAN MD029 SHIFT 2 PIT A9
HM: 13481",114471,PERSEDIAAN HSD/SOLAR,818,,199961,A9_P_HE_FUEL,PINANG,MD029 - KOMATSU 375A - BBE,Pengurangan,11006.874664,9003623.475152,BBE
IA.2024.12.04482,2024-12-12,"PEMAKAIAN MD030 SHIFT 2 PIT A9
HM: 10440.1",114471,PERSEDIAAN HSD/SOLAR,218,,199743,A9_P_HE_FUEL,PINANG,MD030 - KOMATSU D85ESS - BBE,Pengurangan,11006.874664,2399498.676752,BBE
IA.2024.12.04483,2024-12-12,"PEMAKAIAN MD032 SHIFT 2 PIT A9
HM: 10153",114471,PERSEDIAAN HSD/SOLAR,246,,199497,A9_P_HE_FUEL,PINANG,MD032 - KOMATSU D85ESS - BBE,Pengurangan,11006.874664,2707691.167344,BBE
IA.2024.12.04484,2024-12-12,"PEMAKAIAN MD036 SHIFT 2 PIT A9
HM: 8335",114471,PERSEDIAAN HSD/SOLAR,225,,199272,A9_P_HE_FUEL,PINANG,MD036 - KOMATSU D85ESS - BBE,Pengurangan,11006.874664,2476546.7994,BBE
IA.2024.12.04485,2024-12-12,"PEMAKAIAN MD037 SHIFT 2 PIT A9
HM: 8602.8",114471,PERSEDIAAN HSD/SOLAR,177,,199095,A9_P_HE_FUEL,PINANG,MD037 - KOMATSU D85ESS - BBE,Pengurangan,11006.874664,1948216.815528,BBE
IA.2024.12.04486,2024-12-12,"PEMAKAIAN MD038 SHIFT 2 PIT A9
HM: 8329",114471,PERSEDIAAN HSD/SOLAR,234,,198861,A9_P_HE_FUEL,PINANG,MD038 - KOMATSU D85ESS - BBE,Pengurangan,11006.874664,2575608.671376,BBE
IA.2024.12.04487,2024-12-12,"PEMAKAIAN MD040 SHIFT 2 PIT A9
HM: 7619.5",114471,PERSEDIAAN HSD/SOLAR,250,,198611,A9_P_HE_FUEL,PINANG,MD040 - KOMATSU D85ESS - BBE,Pengurangan,11006.874664,2751718.666,BBE
IA.2024.12.04488,2024-12-12,"PEMAKAIAN MG012 SHIFT 2 PIT A9
HM: 9973",114471,PERSEDIAAN HSD/SOLAR,89,,198522,A9_P_HE_FUEL,PINANG,MG012 - SEM 922 AWD - BBE,Pengurangan,11006.874664,979611.845096,BBE
IA.2024.12.04489,2024-12-12,"PEMAKAIAN MG015 SHIFT 2 PIT A9
HM: 7370.5",114471,PERSEDIAAN HSD/SOLAR,183,,198339,A9_P_HE_FUEL,PINANG,MG015 - SEM 922 AWD - BBE,Pengurangan,11006.874664,2014258.063512,BBE
IA.2024.12.04490,2024-12-12,"PEMAKAIAN MG017 SHIFT 2 PIT A9
HM: 7892",114471,PERSEDIAAN HSD/SOLAR,166,,198173,A9_P_HE_FUEL,PINANG,MG017 - SEM 922 AWD - BBE,Pengurangan,11006.874664,1827141.194224,BBE
IA.2024.12.04491,2024-12-12,"PEMAKAIAN MG022 SHIFT 2 PIT A9
HM: 4077.4",114471,PERSEDIAAN HSD/SOLAR,287,,197886,A9_P_HE_FUEL,PINANG,MG022 - CAT 16GC - BBE,Pengurangan,11006.874664,3158973.028568,BBE
IA.2024.12.04492,2024-12-12,"PEMAKAIAN MG022 SHIFT 2 PIT A9
HM: 3199",114471,PERSEDIAAN HSD/SOLAR,336,,197550,A9_P_HE_FUEL,PINANG,MG022 - CAT 16GC - BBE,Pengurangan,11006.874664,3698309.887104,BBE
IA.2024.12.04493,2024-12-12,"PEMAKAIAN MDR006 SHIFT 2 PIT A9
HM: 3589.3",114471,PERSEDIAAN HSD/SOLAR,143,,197407,A9_P_HE_FUEL,PINANG,MDR006 - HCR L100-E3 - BBE,Pengurangan,11006.874664,1573983.076952,BBE
IA.2024.12.04494,2024-12-12,"PEMAKAIAN MCP001 SHIFT 2 PIT A9
HM: 8898",114471,PERSEDIAAN HSD/SOLAR,57,,197350,A9_P_HE_FUEL,PINANG,MCP001 - BBE,Pengurangan,11006.874664,627391.855848,BBE
IA.2024.12.04495,2024-12-12,"PEMAKAIAN MFT010 SHIFT 2 PIT A9
HM: 979",114471,PERSEDIAAN HSD/SOLAR,135,,197215,A9_P_HE_FUEL,PINANG,MFT010 - BBE,Pengurangan,11006.874664,1485928.07964,BBE
IA.2024.12.04496,2024-12-12,"PEMAKAIAN D-03 SHIFT 2 PIT A9
HM: 255747",114471,PERSEDIAAN HSD/SOLAR,54,,197161,A9_P_HE_FUEL,PINANG,D-03,Pengurangan,11006.874664,594371.231856,BBE
IA.2024.12.04497,2024-12-12,"PEMAKAIAN MDT107 SHIFT 2 PIT A9
HM: 1554",114471,PERSEDIAAN HSD/SOLAR,100,,197061,A9_P_HE_FUEL,PINANG,CONSUMABLE,Pengurangan,11006.874664,1100687.4664,BBE
IA.BRCM.2024.12.00951,2024-12-12,"PEMAKAIAN ME038 SHIFT 1 PIT SAMBOJA
HM: 13014.21",114471,PERSEDIAAN HSD/SOLAR,256,,65765,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME038 - SANY SY500H - BRCM,Pengurangan,11006.874664,2817759.913984,BBE
IA.BRCM.2024.12.00952,2024-12-12,"PEMAKAIAN ME048 SHIFT 1 PIT SAMBOJA
HM: 11210",114471,PERSEDIAAN HSD/SOLAR,278,,65487,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME048 - KOMATSU PC500 10R - BRCM,Pengurangan,11006.874664,3059911.156592,BBE
IA.BRCM.2024.12.00953,2024-12-12,"PEMAKAIAN ME052 SHIFT 1 PIT SAMBOJA
HM: 918",114471,PERSEDIAAN HSD/SOLAR,230,,65257,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME052 - SANY SY500H - BRCM,Pengurangan,11006.874664,2531581.17272,BBE
IA.BRCM.2024.12.00954,2024-12-12,"PEMAKAIAN ME057 SHIFT 1 PIT SAMBOJA
HM: 9251",114471,PERSEDIAAN HSD/SOLAR,225,,65032,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME057 - HITACHI ZX200 - BRCM,Pengurangan,11006.874664,2476546.7994,BBE
IA.BRCM.2024.12.00955,2024-12-12,"PEMAKAIAN ME069 SHIFT 1 PIT SAMBOJA
HM: 1925.9",114471,PERSEDIAAN HSD/SOLAR,162,,64870,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME069 - HITACHI ZX200 - BRCM,Pengurangan,11006.874664,1783113.695568,BBE
IA.BRCM.2024.12.00956,2024-12-12,"PEMAKAIAN ME070 SHIFT 1 PIT SAMBOJA
HM: 1923.9",114471,PERSEDIAAN HSD/SOLAR,244,,64626,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME070 - HITACHI ZX200 - BRCM,Pengurangan,11006.874664,2685677.418016,BBE
IA.BRCM.2024.12.00957,2024-12-12,"PEMAKAIAN ME066 SHIFT 1 PIT SAMBOJA
HM: 1900.3",114471,PERSEDIAAN HSD/SOLAR,230,,64396,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME066 - DOOSAN DEVELON - BRCM,Pengurangan,11006.874664,2531581.17272,BBE
IA.BRCM.2024.12.00958,2024-12-12,"PEMAKAIAN ME067 SHIFT 1 PIT SAMBOJA
HM: 1729.6",114471,PERSEDIAAN HSD/SOLAR,195,,64201,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME067 - DOOSAN DEVELON - BRCM,Pengurangan,11006.874664,2146340.55948,BBE
IA.BRCM.2024.12.00959,2024-12-12,"PEMAKAIAN ME068 SHIFT 1 PIT SAMBOJA
HM: 1499",114471,PERSEDIAAN HSD/SOLAR,107,,64094,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME068 - DOOSAN DEVELON - BRCM,Pengurangan,11006.874664,1177735.589048,BBE
IA.BRCM.2024.12.00960,2024-12-12,"PEMAKAIAN ME072 SHIFT 1 PIT SAMBOJA
HM: 1301.1",114471,PERSEDIAAN HSD/SOLAR,435,,63659,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME072 - HITACHI ZX350 - BRCM,Pengurangan,11006.874664,4787990.47884,BBE
IA.BRCM.2024.12.00961,2024-12-12,"PEMAKAIAN MD035 SHIFT 1 PIT SAMBOJA
HM: 7724",114471,PERSEDIAAN HSD/SOLAR,189,,63470,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MD035 - KOMATSU 375A - BRCM,Pengurangan,11006.874664,2080299.311496,BBE
IA.BRCM.2024.12.00962,2024-12-12,"PEMAKAIAN MD041 SHIFT 1 PIT SAMBOJA
HM: 2069.5",114471,PERSEDIAAN HSD/SOLAR,238,,63232,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MD041 - KOMATSU D85ESS - BRCM,Pengurangan,11006.874664,2619636.170032,BBE
IA.BRCM.2024.12.00963,2024-12-12,"PEMAKAIAN MD042 SHIFT 1 PIT SAMBOJA
HM: 2137",114471,PERSEDIAAN HSD/SOLAR,162,,63070,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MD042 - KOMATSU D85ESS - BRCM,Pengurangan,11006.874664,1783113.695568,BBE
IA.BRCM.2024.12.00964,2024-12-12,"PEMAKAIAN MD043 SHIFT 1 PIT SAMBOJA
HM: 1637.5",114471,PERSEDIAAN HSD/SOLAR,203,,62867,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MD043 - KOMATSU D85ESS - BRCM,Pengurangan,11006.874664,2234395.556792,BBE
IA.BRCM.2024.12.00965,2024-12-12,"PEMAKAIAN MD045 SHIFT 1 PIT SAMBOJA
HM: 1516",114471,PERSEDIAAN HSD/SOLAR,223,,62644,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MD045 - KOMATSU D85ESS - BRCM,Pengurangan,11006.874664,2454533.050072,BBE
IA.BRCM.2024.12.00966,2024-12-12,"PEMAKAIAN MG019 SHIFT 1 PIT SAMBOJA
HM: 8040.3",114471,PERSEDIAAN HSD/SOLAR,262,,62382,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MG019 - GD755-5 - BRCM,Pengurangan,11006.874664,2883801.161968,BBE
IA.BRCM.2024.12.00967,2024-12-12,"PEMAKAIAN MCP006 SHIFT 1 PIT SAMBOJA
HM: 22030",114471,PERSEDIAAN HSD/SOLAR,226,,62156,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MCP006 - BRCM,Pengurangan,11006.874664,2487553.674064,BBE
IA.BRCM.2024.12.00968,2024-12-12,"PEMAKAIAN MMH001 SHIFT 1 PIT SAMBOJA
HM: 788.6",114471,PERSEDIAAN HSD/SOLAR,60,,62096,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MMH001 - BRCM,Pengurangan,11006.874664,660412.47984,BBE
IA.BRCM.2024.12.00969,2024-12-12,"PEMAKAIAN MWL012 SHIFT 1 PIT SAMBOJA
HM: 4259.2",114471,PERSEDIAAN HSD/SOLAR,99,,61997,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MWL012 - SEM 636D - BRCM,Pengurangan,11006.874664,1089680.591736,BBE
IA.BRCM.2024.12.00970,2024-12-12,"PEMAKAIAN MDT006 SHIFT 1 PIT SAMBOJA
HM: 5262",114471,PERSEDIAAN HSD/SOLAR,146,,61851,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT006 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1607003.700944,BBE
IA.BRCM.2024.12.00971,2024-12-12,"PEMAKAIAN MDT011 SHIFT 1 PIT SAMBOJA
HM: 5296",114471,PERSEDIAAN HSD/SOLAR,77,,61774,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT011 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,847529.349128,BBE
IA.BRCM.2024.12.00972,2024-12-12,"PEMAKAIAN MDT016 SHIFT 1 PIT SAMBOJA
HM: 7319",114471,PERSEDIAAN HSD/SOLAR,112,,61662,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT016 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1232769.962368,BBE
IA.BRCM.2024.12.00973,2024-12-12,"PEMAKAIAN MDT019 SHIFT 1 PIT SAMBOJA
HM: 8983",114471,PERSEDIAAN HSD/SOLAR,86,,61576,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT019 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,946591.221104,BBE
IA.BRCM.2024.12.00974,2024-12-12,"PEMAKAIAN MDT020 SHIFT 1 PIT SAMBOJA
HM: 7963",114471,PERSEDIAAN HSD/SOLAR,103,,61473,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT020 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1133708.090392,BBE
IA.BRCM.2024.12.00975,2024-12-12,"PEMAKAIAN MDT021 SHIFT 1 PIT SAMBOJA
HM: 7914",114471,PERSEDIAAN HSD/SOLAR,103,,61370,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT021 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1133708.090392,BBE
IA.BRCM.2024.12.00976,2024-12-12,"PEMAKAIAN MDT022 SHIFT 1 PIT SAMBOJA
HM: 7082",114471,PERSEDIAAN HSD/SOLAR,121,,61249,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT022 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1331831.834344,BBE
IA.BRCM.2024.12.00977,2024-12-12,"PEMAKAIAN MDT023 SHIFT 1 PIT SAMBOJA
HM: 8494",114471,PERSEDIAAN HSD/SOLAR,114,,61135,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT023 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1254783.711696,BBE
IA.BRCM.2024.12.00978,2024-12-12,"PEMAKAIAN MDT025 SHIFT 1 PIT SAMBOJA
HM: 8109",114471,PERSEDIAAN HSD/SOLAR,130,,61005,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT025 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1430893.70632,BBE
IA.BRCM.2024.12.00979,2024-12-12,"PEMAKAIAN MDT028 SHIFT 1 PIT SAMBOJA
HM: 6029",114471,PERSEDIAAN HSD/SOLAR,131,,60874,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT028 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1441900.580984,BBE
IA.BRCM.2024.12.00980,2024-12-12,"PEMAKAIAN MDT031 SHIFT 1 PIT SAMBOJA
HM: 8046",114471,PERSEDIAAN HSD/SOLAR,119,,60755,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT031 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1309818.085016,BBE
IA.BRCM.2024.12.00981,2024-12-12,"PEMAKAIAN MDT035 SHIFT 1 PIT SAMBOJA
HM: 8748",114471,PERSEDIAAN HSD/SOLAR,56,,60699,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT035 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,616384.981184,BBE
IA.BRCM.2024.12.00982,2024-12-12,"PEMAKAIAN MDT036 SHIFT 1 PIT SAMBOJA
HM: 7319",114471,PERSEDIAAN HSD/SOLAR,140,,60559,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT036 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1540962.45296,BBE
IA.BRCM.2024.12.00983,2024-12-12,"PEMAKAIAN MDT038 SHIFT 1 PIT SAMBOJA
HM: 7247",114471,PERSEDIAAN HSD/SOLAR,89,,60470,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT038 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,979611.845096,BBE
IA.BRCM.2024.12.00984,2024-12-12,"PEMAKAIAN MDT039 SHIFT 1 PIT SAMBOJA
HM: 8910",114471,PERSEDIAAN HSD/SOLAR,100,,60370,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT039 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1100687.4664,BBE
IA.BRCM.2024.12.00985,2024-12-12,"PEMAKAIAN MDT043 SHIFT 1 PIT SAMBOJA
HM: 7893",114471,PERSEDIAAN HSD/SOLAR,79,,60291,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT043 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,869543.098456,BBE
IA.BRCM.2024.12.00986,2024-12-12,"PEMAKAIAN MDT045 SHIFT 1 PIT SAMBOJA
HM: 8827",114471,PERSEDIAAN HSD/SOLAR,91,,60200,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT045 - MERCY 2528 AXOR - BRCM,Pengurangan,11006.874664,1001625.594424,BBE
IA.BRCM.2024.12.00987,2024-12-12,"PEMAKAIAN MDT046 SHIFT 1 PIT SAMBOJA
HM: 5156.25",114471,PERSEDIAAN HSD/SOLAR,98,,60102,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT046 - QUESTER CWE 280 - BRCM,Pengurangan,11006.874664,1078673.717072,BBE
IA.BRCM.2024.12.00988,2024-12-12,"PEMAKAIAN MDT047 SHIFT 1 PIT SAMBOJA
HM: 6438.6",114471,PERSEDIAAN HSD/SOLAR,65,,60037,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT047 - QUESTER CWE 280 - BRCM,Pengurangan,11006.874664,715446.85316,BBE
IA.BRCM.2024.12.00989,2024-12-12,"PEMAKAIAN MDT048 SHIFT 1 PIT SAMBOJA
HM: 6070.7",114471,PERSEDIAAN HSD/SOLAR,113,,59924,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT048 - QUESTER CWE 280 - BRCM,Pengurangan,11006.874664,1243776.837032,BBE
IA.BRCM.2024.12.00990,2024-12-12,"PEMAKAIAN MDT050 SHIFT 1 PIT SAMBOJA
HM: 5520.25",114471,PERSEDIAAN HSD/SOLAR,148,,59776,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MDT050 - QUESTER CWE 280 - BRCM,Pengurangan,11006.874664,1629017.450272,BBE
IA.BRCM.2024.12.00991,2024-12-12,"PEMAKAIAN T-02 SHIFT 1 PIT SAMBOJA
HM: 12093",114471,PERSEDIAAN HSD/SOLAR,50,,59726,BRCM_P_HE_FUEL,BRCM - SAMBOJA,T-02,Pengurangan,11006.874664,550343.7332,BBE
IA.BRCM.2024.12.00992,2024-12-12,"PEMAKAIAN D-09 SHIFT 1 PIT SAMBOJA
HM: 70309",114471,PERSEDIAAN HSD/SOLAR,50,,59676,BRCM_P_HE_FUEL,BRCM - SAMBOJA,D-09,Pengurangan,11006.874664,550343.7332,BBE
IA.BRCM.2024.12.00993,2024-12-12,"PEMAKAIAN B-08 SHIFT 1 PIT SAMBOJA
HM:",114471,PERSEDIAAN HSD/SOLAR,32,,59644,BRCM_P_HE_FUEL,BRCM - SAMBOJA,B-08,Pengurangan,11006.874664,352219.989248,BBE
IA.BRCM.2024.12.00994,2024-12-12,"PEMAKAIAN MGS006 SHIFT 1 PIT SAMBOJA
HM:",114471,PERSEDIAAN HSD/SOLAR,22,,59622,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MGS006 - BRCM,Pengurangan,11006.874664,242151.242608,BBE
IA.BRCM.2024.12.00995,2024-12-12,"PEMAKAIAN ME068 SHIFT 2 PIT SAMBOJA
HM: 1508.3",114471,PERSEDIAAN HSD/SOLAR,144,,59478,BRCM_P_HE_FUEL,BRCM - SAMBOJA,ME068 - DOOSAN DEVELON - BRCM,Pengurangan,11006.874664,1584989.951616,BBE
IA.BRCM.2024.12.00996,2024-12-12,"PEMAKAIAN MD035 SHIFT 2 PIT SAMBOJA
HM: 7734",114471,PERSEDIAAN HSD/SOLAR,810,,58668,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MD035 - KOMATSU 375A - BRCM,Pengurangan,11006.874664,8915568.47784,BBE
IA.BRCM.2024.12.00997,2024-12-12,"PEMAKAIAN MD041 SHIFT 2 PIT SAMBOJA
HM: 2076.4",114471,PERSEDIAAN HSD/SOLAR,150,,58518,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MD041 - KOMATSU D85ESS - BRCM,Pengurangan,11006.874664,1651031.1996,BBE
IA.BRCM.2024.12.00998,2024-12-12,"PEMAKAIAN MD042 SHIFT 2 PIT SAMBOJA
HM: 2147.6",114471,PERSEDIAAN HSD/SOLAR,218,,58300,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MD042 - KOMATSU D85ESS - BRCM,Pengurangan,11006.874664,2399498.676752,BBE
IA.BRCM.2024.12.00999,2024-12-12,"PEMAKAIAN MD043 SHIFT 2 PIT SAMBOJA
HM: 1648.4",114471,PERSEDIAAN HSD/SOLAR,212,,58088,BRCM_P_HE_FUEL,BRCM - SAMBOJA,MD043 - KOMATSU D85ESS - BRCM,Pengurangan,11006.874664,2333457.428768,BBE
