Nomor #,Tanggal,Keterangan,Kode Barang,Nama Barang,Kuantitas,Catatan,Stok Akhir,Nama Departemen,Nama Proyek,No. Lambung,Tipe Penyesuaian,Biaya Satuan,Total Biaya,Nama Gudang
IA.2024.10.02160,2024-10-01,"PEMAKAIAN ME021 SHIFT 1 PIT A9
HM: 17342.55",114471,PERSEDIAAN HSD/SOLAR,348,,147365,A9_P_HE_FUEL,PINANG,ME021 - SANY SY750H - BBE,Pengurangan,11036.834363,3840818.358324,BBE
IA.2024.10.02161,2024-10-01,"PEMAKAIAN ME022 SHIFT 1 PIT A9
HM: 16513",114471,PERSEDIAAN HSD/SOLAR,551,,146814,A9_P_HE_FUEL,PINANG,ME022 - SANY SY750H - BBE,Pengurangan,11036.834363,6081295.734013,BBE
IA.2024.10.02162,2024-10-01,"PEMAKAIAN ME028 SHIFT 1 PIT A9
HM: 14377.2",114471,PERSEDIAAN HSD/SOLAR,277,,146537,A9_P_HE_FUEL,PINANG,ME028 - SANY SY500H - BBE,Pengurangan,11036.834363,3057203.118551,BBE
IA.2024.10.02163,2024-10-01,"PEMAKAIAN ME031 SHIFT 1 PIT A9
HM: 16803",114471,PERSEDIAAN HSD/SOLAR,676,,145861,A9_P_HE_FUEL,PINANG,ME031 - CAT 395 - BBE,Pengurangan,11036.834363,7460900.029388,BBE
IA.2024.10.02164,2024-10-01,"PEMAKAIAN ME041 SHIFT 1 PIT A9
HM: 11934.6",114471,PERSEDIAAN HSD/SOLAR,273,,145588,A9_P_HE_FUEL,PINANG,ME041 - CAT 330GC - BBE,Pengurangan,11036.834363,3013055.781099,BBE
IA.2024.10.02165,2024-10-01,"PEMAKAIAN ME046 SHIFT 1 PIT A9
HM: 11525.5",114471,PERSEDIAAN HSD/SOLAR,301,,145287,A9_P_HE_FUEL,PINANG,ME046 - HITACHI ZX350 - BBE,Pengurangan,11036.834363,3322087.143263,BBE
IA.2024.10.02166,2024-10-01,"PEMAKAIAN ME047 SHIFT 1 PIT A9
HM: 10061",114471,PERSEDIAAN HSD/SOLAR,114,,145173,A9_P_HE_FUEL,PINANG,ME047 - HITACHI ZX870LCH-5G - BBE,Pengurangan,11036.834363,1258199.117382,BBE
IA.2024.10.02167,2024-10-01,"PEMAKAIAN ME049 SHIFT 1 PIT A9
HM: 10693",114471,PERSEDIAAN HSD/SOLAR,777,,144396,A9_P_HE_FUEL,PINANG,ME049 - CAT 374 - BBE,Pengurangan,11036.834363,8575620.300051,BBE
IA.2024.10.02168,2024-10-01,"PEMAKAIAN ME050 SHIFT 1 PIT A9
HM: 10484.6",114471,PERSEDIAAN HSD/SOLAR,649,,143747,A9_P_HE_FUEL,PINANG,ME050 - HITACHI ZX870LCH-5G - BBE,Pengurangan,11036.834363,7162905.501587,BBE
IA.2024.10.02169,2024-10-01,"PEMAKAIAN ME051 SHIFT 1 PIT A9
HM: 9060",114471,PERSEDIAAN HSD/SOLAR,140,,143607,A9_P_HE_FUEL,PINANG,ME051 - KOMATSU PC-500 - BBE,Pengurangan,11036.834363,1545156.81082,BBE
IA.2024.10.02170,2024-10-01,"PEMAKAIAN ME054 SHIFT 1 PIT A9
HM: 8815",114471,PERSEDIAAN HSD/SOLAR,520,,143087,A9_P_HE_FUEL,PINANG,ME054 - HITACHI ZX870LCH-5G - BBE,Pengurangan,11036.834363,5739153.86876,BBE
IA.2024.10.02171,2024-10-01,"PEMAKAIAN ME055 SHIFT 1 PIT A9
HM: 9264",114471,PERSEDIAAN HSD/SOLAR,503,,142584,A9_P_HE_FUEL,PINANG,ME055 - CAT 374 - BBE,Pengurangan,11036.834363,5551527.684589,BBE
IA.2024.10.02172,2024-10-01,"PEMAKAIAN ME056 SHIFT 1 PIT A9
HM: 9332",114471,PERSEDIAAN HSD/SOLAR,544,,142040,A9_P_HE_FUEL,PINANG,ME056 - CAT 374 - BBE,Pengurangan,11036.834363,6004037.893472,BBE
IA.2024.10.02173,2024-10-01,"PEMAKAIAN ME058 SHIFT 1 PIT A9
HM: 9507.7",114471,PERSEDIAAN HSD/SOLAR,286,,141754,A9_P_HE_FUEL,PINANG,ME058 - HITACHI ZX350 - BBE,Pengurangan,11036.834363,3156534.627818,BBE
IA.2024.10.02174,2024-10-01,"PEMAKAIAN ME059 SHIFT 1 PIT A9
HM: 8546.1",114471,PERSEDIAAN HSD/SOLAR,127,,141627,A9_P_HE_FUEL,PINANG,ME059 - HITACHI ZX200 - BBE,Pengurangan,11036.834363,1401677.964101,BBE
IA.2024.10.02175,2024-10-01,"PEMAKAIAN ME060 SHIFT 1 PIT A9
HM: 6617.6",114471,PERSEDIAAN HSD/SOLAR,89,,141538,A9_P_HE_FUEL,PINANG,ME060 - HITACHI ZX200 - BBE,Pengurangan,11036.834363,982278.258307,BBE
IA.2024.10.02176,2024-10-01,"PEMAKAIAN ME061 SHIFT 1 PIT A9
HM: 6860",114471,PERSEDIAAN HSD/SOLAR,1018,,140520,A9_P_HE_FUEL,PINANG,ME061 - CAT 6015B - BBE,Pengurangan,11036.834363,11235497.381534,BBE
IA.2024.10.02177,2024-10-01,"PEMAKAIAN ME062 SHIFT 1 PIT A9
HM: 6599.1",114471,PERSEDIAAN HSD/SOLAR,1047,,139473,A9_P_HE_FUEL,PINANG,ME062 - CAT 6015B - BBE,Pengurangan,11036.834363,11555565.578061,BBE
IA.2024.10.02178,2024-10-01,"PEMAKAIAN ME063 SHIFT 1 PIT A9
HM: 1709.8",114471,PERSEDIAAN HSD/SOLAR,115,,139358,A9_P_HE_FUEL,PINANG,ME063 - HYUNDAI R210W - BBE,Pengurangan,11036.834363,1269235.951745,BBE
IA.2024.10.02179,2024-10-01,"PEMAKAIAN ME065 SHIFT 1 PIT A9
HM: 1583.2",114471,PERSEDIAAN HSD/SOLAR,917,,138441,A9_P_HE_FUEL,PINANG,ME065 - KOMATSU PC1250 - BBE,Pengurangan,11036.834363,10120777.110871,BBE
IA.2024.10.02180,2024-10-01,"PEMAKAIAN ME071 SHIFT 1 PIT A9
HM: 333.9",114471,PERSEDIAAN HSD/SOLAR,237,,138204,A9_P_HE_FUEL,PINANG,ME071 - HITACHI ZX350 - BBE,Pengurangan,11036.834363,2615729.744031,BBE
IA.2024.10.02181,2024-10-01,"PEMAKAIAN OHT001 SHIFT 1 PIT A9
HM: 34483.8",114471,PERSEDIAAN HSD/SOLAR,385,,137819,A9_P_HE_FUEL,PINANG,OHT001 - CAT 773E - BBE,Pengurangan,11036.834363,4249181.229755,BBE
IA.2024.10.02182,2024-10-01,"PEMAKAIAN OHT002 SHIFT 1 PIT A9
HM: 32353.8",114471,PERSEDIAAN HSD/SOLAR,131,,137688,A9_P_HE_FUEL,PINANG,OHT002 - CAT 773E - BBE,Pengurangan,11036.834363,1445825.301553,BBE
IA.2024.10.02183,2024-10-01,"PEMAKAIAN OHT003 SHIFT 1 PIT A9
HM: 32271",114471,PERSEDIAAN HSD/SOLAR,420,,137268,A9_P_HE_FUEL,PINANG,OHT003 - CAT 773E - BBE,Pengurangan,11036.834363,4635470.43246,BBE
IA.2024.10.02184,2024-10-01,"PEMAKAIAN OHT005 SHIFT 1 PIT A9
HM: 30327.5",114471,PERSEDIAAN HSD/SOLAR,431,,136837,A9_P_HE_FUEL,PINANG,OHT005 - CAT 773E - BBE,Pengurangan,11036.834363,4756875.610453,BBE
IA.2024.10.02185,2024-10-01,"PEMAKAIAN OHT006 SHIFT 1 PIT A9
HM: 35931.1",114471,PERSEDIAAN HSD/SOLAR,340,,136497,A9_P_HE_FUEL,PINANG,OHT006 - CAT 773E - BBE,Pengurangan,11036.834363,3752523.68342,BBE
IA.2024.10.02186,2024-10-01,"PEMAKAIAN OHT008 SHIFT 1 PIT A9
HM: 29004.4",114471,PERSEDIAAN HSD/SOLAR,440,,136057,A9_P_HE_FUEL,PINANG,OHT008 - CAT 773E - BBE,Pengurangan,11036.834363,4856207.11972,BBE
IA.2024.10.02187,2024-10-01,"PEMAKAIAN OHT009 SHIFT 1 PIT A9
HM: 37332.4",114471,PERSEDIAAN HSD/SOLAR,366,,135691,A9_P_HE_FUEL,PINANG,OHT009 - CAT 773E - BBE,Pengurangan,11036.834363,4039481.376858,BBE
IA.2024.10.02188,2024-10-01,"PEMAKAIAN OHT010 SHIFT 1 PIT A9
HM: 35311.8",114471,PERSEDIAAN HSD/SOLAR,297,,135394,A9_P_HE_FUEL,PINANG,OHT010 - CAT 773E - BBE,Pengurangan,11036.834363,3277939.805811,BBE
IA.2024.10.02189,2024-10-01,"PEMAKAIAN OHT011 SHIFT 1 PIT A9
HM: 34505",114471,PERSEDIAAN HSD/SOLAR,400,,134994,A9_P_HE_FUEL,PINANG,OHT011 - CAT 773E - BBE,Pengurangan,11036.834363,4414733.7452,BBE
IA.2024.10.02190,2024-10-01,"PEMAKAIAN OHT032 SHIFT 1 PIT A9
HM: 4147.9",114471,PERSEDIAAN HSD/SOLAR,250,,134744,A9_P_HE_FUEL,PINANG,OHT032 - LGMG CMT96 - BBE,Pengurangan,11036.834363,2759208.59075,BBE
IA.2024.10.02191,2024-10-01,"PEMAKAIAN OHT037 SHIFT 1 PIT A9
HM: 8372",114471,PERSEDIAAN HSD/SOLAR,204,,134540,A9_P_HE_FUEL,PINANG,OHT037 - LGMG CMT96 - BBE,Pengurangan,11036.834363,2251514.210052,BBE
IA.2024.10.02192,2024-10-01,"PEMAKAIAN OHT047 SHIFT 1 PIT A9
HM: 10729.4",114471,PERSEDIAAN HSD/SOLAR,232,,134308,A9_P_HE_FUEL,PINANG,OHT047 - LGMG CMT96 - BBE,Pengurangan,11036.834363,2560545.572216,BBE
IA.2024.10.02193,2024-10-01,"PEMAKAIAN OHT052 SHIFT 1 PIT A9
HM: 725.4",114471,PERSEDIAAN HSD/SOLAR,232,,134076,A9_P_HE_FUEL,PINANG,OHT052 - TR 50 D - BBE,Pengurangan,11036.834363,2560545.572216,BBE
IA.2024.10.02194,2024-10-01,"PEMAKAIAN OHT057 SHIFT 1 PIT A9
HM: 14341",114471,PERSEDIAAN HSD/SOLAR,525,,133551,A9_P_HE_FUEL,PINANG,OHT057 - CAT 773E - BBE,Pengurangan,11036.834363,5794338.040575,BBE
IA.2024.10.02195,2024-10-01,"PEMAKAIAN OHT058 SHIFT 1 PIT A9
HM: 14497.2",114471,PERSEDIAAN HSD/SOLAR,504,,133047,A9_P_HE_FUEL,PINANG,OHT058 - CAT 773E - BBE,Pengurangan,11036.834363,5562564.518952,BBE
IA.2024.10.02196,2024-10-01,"PEMAKAIAN OHT059 SHIFT 1 PIT A9
HM: 11986.2",114471,PERSEDIAAN HSD/SOLAR,508,,132539,A9_P_HE_FUEL,PINANG,OHT059 - CAT 773E - BBE,Pengurangan,11036.834363,5606711.856404,BBE
IA.2024.10.02197,2024-10-01,"PEMAKAIAN OHT060 SHIFT 1 PIT A9
HM: 11907",114471,PERSEDIAAN HSD/SOLAR,412,,132127,A9_P_HE_FUEL,PINANG,OHT060 - CAT 773E - BBE,Pengurangan,11036.834363,4547175.757556,BBE
IA.2024.10.02198,2024-10-01,"PEMAKAIAN OHT061 SHIFT 1 PIT A9
HM: 11888.5",114471,PERSEDIAAN HSD/SOLAR,563,,131564,A9_P_HE_FUEL,PINANG,OHT061 - CAT 773E - BBE,Pengurangan,11036.834363,6213737.746369,BBE
IA.2024.10.02199,2024-10-01,"PEMAKAIAN OHT062 SHIFT 1 PIT A9
HM: 11769.2",114471,PERSEDIAAN HSD/SOLAR,430,,131134,A9_P_HE_FUEL,PINANG,OHT062 - CAT 773E - BBE,Pengurangan,11036.834363,4745838.77609,BBE
IA.2024.10.02200,2024-10-01,"PEMAKAIAN OHT063 SHIFT 1 PIT A9
HM: 11863.1",114471,PERSEDIAAN HSD/SOLAR,457,,130677,A9_P_HE_FUEL,PINANG,OHT063 - CAT 773E - BBE,Pengurangan,11036.834363,5043833.303891,BBE
IA.2024.10.02201,2024-10-01,"PEMAKAIAN OHT065 SHIFT 1 PIT A9
HM: 11902",114471,PERSEDIAAN HSD/SOLAR,420,,130257,A9_P_HE_FUEL,PINANG,OHT065 - CAT 773E - BBE,Pengurangan,11036.834363,4635470.43246,BBE
IA.2024.10.02202,2024-10-01,"PEMAKAIAN OHT067 SHIFT 1 PIT A9
HM: 11211",114471,PERSEDIAAN HSD/SOLAR,400,,129857,A9_P_HE_FUEL,PINANG,OHT067 - CAT 773E - BBE,Pengurangan,11036.834363,4414733.7452,BBE
IA.2024.10.02203,2024-10-01,"PEMAKAIAN OHT068 SHIFT 1 PIT A9
HM: 11218.3",114471,PERSEDIAAN HSD/SOLAR,380,,129477,A9_P_HE_FUEL,PINANG,OHT068 - CAT 773E - BBE,Pengurangan,11036.834363,4193997.05794,BBE
IA.2024.10.02204,2024-10-01,"PEMAKAIAN OHT070 SHIFT 1 PIT A9
HM: 10701",114471,PERSEDIAAN HSD/SOLAR,390,,129087,A9_P_HE_FUEL,PINANG,OHT070 - CAT 773E - BBE,Pengurangan,11036.834363,4304365.40157,BBE
IA.2024.10.02205,2024-10-01,"PEMAKAIAN OHT071 SHIFT 1 PIT A9
HM: 10315.4",114471,PERSEDIAAN HSD/SOLAR,416,,128671,A9_P_HE_FUEL,PINANG,OHT071 - CAT 773E - BBE,Pengurangan,11036.834363,4591323.095008,BBE
IA.2024.10.02206,2024-10-01,"PEMAKAIAN OHT072 SHIFT 1 PIT A9
HM: 9968.2",114471,PERSEDIAAN HSD/SOLAR,502,,128169,A9_P_HE_FUEL,PINANG,OHT072 - CAT 773E - BBE,Pengurangan,11036.834363,5540490.850226,BBE
IA.2024.10.02207,2024-10-01,"PEMAKAIAN OHT073 SHIFT 1 PIT A9
HM: 10272.6",114471,PERSEDIAAN HSD/SOLAR,350,,127819,A9_P_HE_FUEL,PINANG,OHT073 - CAT 773E - BBE,Pengurangan,11036.834363,3862892.02705,BBE
IA.2024.10.02208,2024-10-01,"PEMAKAIAN OHT074 SHIFT 1 PIT A9
HM: 10459.5",114471,PERSEDIAAN HSD/SOLAR,460,,127359,A9_P_HE_FUEL,PINANG,OHT074 - CAT 773E - BBE,Pengurangan,11036.834363,5076943.80698,BBE
IA.2024.10.02209,2024-10-01,"PEMAKAIAN OHT075 SHIFT 1 PIT A9
HM: 9965.8",114471,PERSEDIAAN HSD/SOLAR,386,,126973,A9_P_HE_FUEL,PINANG,OHT075 - CAT 773E - BBE,Pengurangan,11036.834363,4260218.064118,BBE
IA.2024.10.02210,2024-10-01,"PEMAKAIAN OHT076 SHIFT 1 PIT A9
HM: 10401.6",114471,PERSEDIAAN HSD/SOLAR,460,,126513,A9_P_HE_FUEL,PINANG,OHT076 - CAT 773E - BBE,Pengurangan,11036.834363,5076943.80698,BBE
IA.2024.10.02211,2024-10-01,"PEMAKAIAN OHT077 SHIFT 1 PIT A9
HM: 9720.9",114471,PERSEDIAAN HSD/SOLAR,397,,126116,A9_P_HE_FUEL,PINANG,OHT077 - CAT 773E - BBE,Pengurangan,11036.834363,4381623.242111,BBE
IA.2024.10.02212,2024-10-01,"PEMAKAIAN OHT079 SHIFT 1 PIT A9
HM: 9868",114471,PERSEDIAAN HSD/SOLAR,441,,125675,A9_P_HE_FUEL,PINANG,OHT079 - CAT 773E - BBE,Pengurangan,11036.834363,4867243.954083,BBE
IA.2024.10.02213,2024-10-01,"PEMAKAIAN OHT081 SHIFT 1 PIT A9
HM: 10321.5",114471,PERSEDIAAN HSD/SOLAR,320,,125355,A9_P_HE_FUEL,PINANG,OHT081 - CAT 773E - BBE,Pengurangan,11036.834363,3531786.99616,BBE
IA.2024.10.02214,2024-10-01,"PEMAKAIAN OHT082 SHIFT 1 PIT A9
HM: 9894",114471,PERSEDIAAN HSD/SOLAR,415,,124940,A9_P_HE_FUEL,PINANG,OHT082 - CAT 773E - BBE,Pengurangan,11036.834363,4580286.260645,BBE
IA.2024.10.02215,2024-10-01,"PEMAKAIAN OHT083 SHIFT 1 PIT A9
HM: 9839",114471,PERSEDIAAN HSD/SOLAR,420,,124520,A9_P_HE_FUEL,PINANG,OHT083 - CAT 773E - BBE,Pengurangan,11036.834363,4635470.43246,BBE
IA.2024.10.02216,2024-10-01,"PEMAKAIAN OHT084 SHIFT 1 PIT A9
HM: 9847",114471,PERSEDIAAN HSD/SOLAR,411,,124109,A9_P_HE_FUEL,PINANG,OHT084 - CAT 773E - BBE,Pengurangan,11036.834363,4536138.923193,BBE
IA.2024.10.02217,2024-10-01,"PEMAKAIAN OHT085 SHIFT 1 PIT A9
HM: 9614.7",114471,PERSEDIAAN HSD/SOLAR,450,,123659,A9_P_HE_FUEL,PINANG,OHT085 - CAT 773E - BBE,Pengurangan,11036.834363,4966575.46335,BBE
IA.2024.10.02218,2024-10-01,"PEMAKAIAN OHT086 SHIFT 1 PIT A9
HM: 7599.4",114471,PERSEDIAAN HSD/SOLAR,374,,123285,A9_P_HE_FUEL,PINANG,OHT086 - CAT 773E - BBE,Pengurangan,11036.834363,4127776.051762,BBE
IA.2024.10.02219,2024-10-01,"PEMAKAIAN OHT087 SHIFT 1 PIT A9
HM: 9355",114471,PERSEDIAAN HSD/SOLAR,400,,122885,A9_P_HE_FUEL,PINANG,OHT087 - CAT 773E - BBE,Pengurangan,11036.834363,4414733.7452,BBE
IA.2024.10.02220,2024-10-01,"PEMAKAIAN OHT089 SHIFT 1 PIT A9
HM: 9435.9",114471,PERSEDIAAN HSD/SOLAR,491,,122394,A9_P_HE_FUEL,PINANG,OHT089 - CAT 773E - BBE,Pengurangan,11036.834363,5419085.672233,BBE
IA.2024.10.02221,2024-10-01,"PEMAKAIAN OHT090 SHIFT 1 PIT A9
HM: 9209.3",114471,PERSEDIAAN HSD/SOLAR,460,,121934,A9_P_HE_FUEL,PINANG,OHT090 - CAT 773E - BBE,Pengurangan,11036.834363,5076943.80698,BBE
IA.2024.10.02222,2024-10-01,"PEMAKAIAN OHT091 SHIFT 1 PIT A9
HM: 8514",114471,PERSEDIAAN HSD/SOLAR,413,,121521,A9_P_HE_FUEL,PINANG,OHT091 - CAT 773E - BBE,Pengurangan,11036.834363,4558212.591919,BBE
IA.2024.10.02223,2024-10-01,"PEMAKAIAN OHT092 SHIFT 1 PIT A9
HM: 8321.2",114471,PERSEDIAAN HSD/SOLAR,446,,121075,A9_P_HE_FUEL,PINANG,OHT092 - CAT 773E - BBE,Pengurangan,11036.834363,4922428.125898,BBE
IA.2024.10.02224,2024-10-01,"PEMAKAIAN OHT093 SHIFT 1 PIT A9
HM: 6857.3",114471,PERSEDIAAN HSD/SOLAR,484,,120591,A9_P_HE_FUEL,PINANG,OHT093 - CAT 773E - BBE,Pengurangan,11036.834363,5341827.831692,BBE
IA.2024.10.02225,2024-10-01,"PEMAKAIAN OHT094 SHIFT 1 PIT A9
HM: 6906.9",114471,PERSEDIAAN HSD/SOLAR,460,,120131,A9_P_HE_FUEL,PINANG,OHT094 - CAT 773E - BBE,Pengurangan,11036.834363,5076943.80698,BBE
IA.2024.10.02226,2024-10-01,"PEMAKAIAN OHT095 SHIFT 1 PIT A9
HM: 6894.9",114471,PERSEDIAAN HSD/SOLAR,381,,119750,A9_P_HE_FUEL,PINANG,OHT095 - CAT 773E - BBE,Pengurangan,11036.834363,4205033.892303,BBE
IA.2024.10.02227,2024-10-01,"PEMAKAIAN OHT097 SHIFT 1 PIT A9
HM: 6818.1",114471,PERSEDIAAN HSD/SOLAR,360,,119390,A9_P_HE_FUEL,PINANG,OHT097 - CAT 773E - BBE,Pengurangan,11036.834363,3973260.37068,BBE
IA.2024.10.02228,2024-10-01,"PEMAKAIAN OHT098 SHIFT 1 PIT A9
HM: 6743",114471,PERSEDIAAN HSD/SOLAR,317,,119073,A9_P_HE_FUEL,PINANG,OHT098 - CAT 773E - BBE,Pengurangan,11036.834363,3498676.493071,BBE
IA.2024.10.02229,2024-10-01,"PEMAKAIAN OHT099 SHIFT 1 PIT A9
HM: 6978.8",114471,PERSEDIAAN HSD/SOLAR,461,,118612,A9_P_HE_FUEL,PINANG,OHT099 - CAT 773E - BBE,Pengurangan,11036.834363,5087980.641343,BBE
IA.2024.10.02230,2024-10-01,"PEMAKAIAN OHT100 SHIFT 1 PIT A9
HM: 6009",114471,PERSEDIAAN HSD/SOLAR,420,,118192,A9_P_HE_FUEL,PINANG,OHT100 - CAT 773E - BBE,Pengurangan,11036.834363,4635470.43246,BBE
IA.2024.10.02231,2024-10-01,"PEMAKAIAN OHT101 SHIFT 1 PIT A9
HM: 6979",114471,PERSEDIAAN HSD/SOLAR,370,,117822,A9_P_HE_FUEL,PINANG,OHT101 - CAT 773E - BBE,Pengurangan,11036.834363,4083628.71431,BBE
IA.2024.10.02232,2024-10-01,"PEMAKAIAN OHT102 SHIFT 1 PIT A9
HM: 6932.1",114471,PERSEDIAAN HSD/SOLAR,511,,117311,A9_P_HE_FUEL,PINANG,OHT102 - CAT 773E - BBE,Pengurangan,11036.834363,5639822.359493,BBE
IA.2024.10.02233,2024-10-01,"PEMAKAIAN OHT103 SHIFT 1 PIT A9
HM: 5591",114471,PERSEDIAAN HSD/SOLAR,435,,116876,A9_P_HE_FUEL,PINANG,OHT103 - KOMATSU 465 - BBE,Pengurangan,11036.834363,4801022.947905,BBE
IA.2024.10.02234,2024-10-01,"PEMAKAIAN OHT105 SHIFT 1 PIT A9
HM: 12942.8",114471,PERSEDIAAN HSD/SOLAR,470,,116406,A9_P_HE_FUEL,PINANG,OHT105 - KOMATSU 465 - BBE,Pengurangan,11036.834363,5187312.15061,BBE
IA.2024.10.02235,2024-10-01,"PEMAKAIAN OHT106 SHIFT 1 PIT A9
HM: 12718.6",114471,PERSEDIAAN HSD/SOLAR,440,,115966,A9_P_HE_FUEL,PINANG,OHT106 - KOMATSU 465 - BBE,Pengurangan,11036.834363,4856207.11972,BBE
IA.2024.10.02236,2024-10-01,"PEMAKAIAN OHT107 SHIFT 1 PIT A9
HM: 1471",114471,PERSEDIAAN HSD/SOLAR,755,,115211,A9_P_HE_FUEL,PINANG,OHT107 - KOMATSU HD785-7 - BBE,Pengurangan,11036.834363,8332809.944065,BBE
IA.2024.10.02237,2024-10-01,"PEMAKAIAN OHT108 SHIFT 1 PIT A9
HM: 1518",114471,PERSEDIAAN HSD/SOLAR,665,,114546,A9_P_HE_FUEL,PINANG,OHT108 - KOMATSU HD785-7 - BBE,Pengurangan,11036.834363,7339494.851395,BBE
IA.2024.10.02238,2024-10-01,"PEMAKAIAN OHT109 SHIFT 1 PIT A9
HM: 1527",114471,PERSEDIAAN HSD/SOLAR,937,,113609,A9_P_HE_FUEL,PINANG,OHT109 - KOMATSU HD785-7 - BBE,Pengurangan,11036.834363,10341513.798131,BBE
IA.2024.10.02239,2024-10-01,"PEMAKAIAN OHT110 SHIFT 1 PIT A9
HM: 1555.1",114471,PERSEDIAAN HSD/SOLAR,849,,112760,A9_P_HE_FUEL,PINANG,OHT110 - KOMATSU HD785-7 - BBE,Pengurangan,11036.834363,9370272.374187,BBE
IA.2024.10.02240,2024-10-01,"PEMAKAIAN OHT111 SHIFT 1 PIT A9
HM: 1421.5",114471,PERSEDIAAN HSD/SOLAR,648,,112112,A9_P_HE_FUEL,PINANG,OHT111 - KOMATSU HD785-7 - BBE,Pengurangan,11036.834363,7151868.667224,BBE
IA.2024.10.02241,2024-10-01,"PEMAKAIAN OHT112 SHIFT 1 PIT A9
HM: 1509.2",114471,PERSEDIAAN HSD/SOLAR,636,,111476,A9_P_HE_FUEL,PINANG,OHT112 - KOMATSU HD785-7 - BBE,Pengurangan,11036.834363,7019426.654868,BBE
IA.2024.10.02242,2024-10-01,"PEMAKAIAN MD010 SHIFT 1 PIT A9
HM: 15712",114471,PERSEDIAAN HSD/SOLAR,350,,111126,A9_P_HE_FUEL,PINANG,MD010 - CAT D6R2 XL - BBE,Pengurangan,11036.834363,3862892.02705,BBE
IA.2024.10.02243,2024-10-01,"PEMAKAIAN MD016 SHIFT 1 PIT A9
HM: 32598",114471,PERSEDIAAN HSD/SOLAR,343,,110783,A9_P_HE_FUEL,PINANG,MD016 - CAT D9R - BBE,Pengurangan,11036.834363,3785634.186509,BBE
IA.2024.10.02244,2024-10-01,"PEMAKAIAN MD019 SHIFT 1 PIT A9
HM: 3094.8",114471,PERSEDIAAN HSD/SOLAR,123,,110660,A9_P_HE_FUEL,PINANG,MD019 - CAT D6GC - BBE,Pengurangan,11036.834363,1357530.626649,BBE
IA.2024.10.02245,2024-10-01,"PEMAKAIAN MD021 SHIFT 1 PIT A9
HM: 11449",114471,PERSEDIAAN HSD/SOLAR,159,,110501,A9_P_HE_FUEL,PINANG,MD021 - CAT D6R GC - BBE,Pengurangan,11036.834363,1754856.663717,BBE
IA.2024.10.02246,2024-10-01,"PEMAKAIAN MD022 SHIFT 1 PIT A9
HM: 8411.1",114471,PERSEDIAAN HSD/SOLAR,197,,110304,A9_P_HE_FUEL,PINANG,MD022 - CAT D6R GC - BBE,Pengurangan,11036.834363,2174256.369511,BBE
IA.2024.10.02247,2024-10-01,"PEMAKAIAN MD025 SHIFT 1 PIT A9
HM: 10877",114471,PERSEDIAAN HSD/SOLAR,173,,110131,A9_P_HE_FUEL,PINANG,MD025 - CAT D6R GC - BBE,Pengurangan,11036.834363,1909372.344799,BBE
IA.2024.10.02248,2024-10-01,"PEMAKAIAN MD026 SHIFT 1 PIT A9
HM: 13355",114471,PERSEDIAAN HSD/SOLAR,269,,109862,A9_P_HE_FUEL,PINANG,MD026 - KOMATSU D85ESS - BBE,Pengurangan,11036.834363,2968908.443647,BBE
IA.2024.10.02249,2024-10-01,"PEMAKAIAN MD027 SHIFT 1 PIT A9
HM: 12903",114471,PERSEDIAAN HSD/SOLAR,242,,109620,A9_P_HE_FUEL,PINANG,MD027 - KOMATSU D85ESS - BBE,Pengurangan,11036.834363,2670913.915846,BBE
IA.2024.10.02250,2024-10-01,"PEMAKAIAN MD028 SHIFT 1 PIT A9
HM: 12275",114471,PERSEDIAAN HSD/SOLAR,171,,109449,A9_P_HE_FUEL,PINANG,MD028 - KOMATSU D85ESS - BBE,Pengurangan,11036.834363,1887298.676073,BBE
IA.2024.10.02251,2024-10-01,"PEMAKAIAN MD029 SHIFT 1 PIT A9
HM: 12081",114471,PERSEDIAAN HSD/SOLAR,690,,108759,A9_P_HE_FUEL,PINANG,MD029 - KOMATSU 375A - BBE,Pengurangan,11036.834363,7615415.71047,BBE
IA.2024.10.02252,2024-10-01,"PEMAKAIAN MD030 SHIFT 1 PIT A9
HM: 9410",114471,PERSEDIAAN HSD/SOLAR,368,,108391,A9_P_HE_FUEL,PINANG,MD030 - KOMATSU D85ESS - BBE,Pengurangan,11036.834363,4061555.045584,BBE
IA.2024.10.02253,2024-10-01,"PEMAKAIAN MD037 SHIFT 1 PIT A9
HM: 7667",114471,PERSEDIAAN HSD/SOLAR,256,,108135,A9_P_HE_FUEL,PINANG,MD037 - KOMATSU D85ESS - BBE,Pengurangan,11036.834363,2825429.596928,BBE
IA.2024.10.02254,2024-10-01,"PEMAKAIAN MD040 SHIFT 1 PIT A9
HM: 6283.4",114471,PERSEDIAAN HSD/SOLAR,147,,107988,A9_P_HE_FUEL,PINANG,MD040 - KOMATSU D85ESS - BBE,Pengurangan,11036.834363,1622414.651361,BBE
IA.2024.10.02255,2024-10-01,"PEMAKAIAN MG012 SHIFT 1 PIT A9
HM: 8864",114471,PERSEDIAAN HSD/SOLAR,85,,107903,A9_P_HE_FUEL,PINANG,MG012 - SEM 922 AWD - BBE,Pengurangan,11036.834363,938130.920855,BBE
IA.2024.10.02256,2024-10-01,"PEMAKAIAN MG015 SHIFT 1 PIT A9
HM: 6305",114471,PERSEDIAAN HSD/SOLAR,158,,107745,A9_P_HE_FUEL,PINANG,MG015 - SEM 922 AWD - BBE,Pengurangan,11036.834363,1743819.829354,BBE
